rowid,kepid,kepoi_name,kepler_name,koi_disposition,koi_pdisposition,koi_score,koi_period,koi_duration,koi_depth,koi_prad,koi_teq,koi_steff,koi_slogg,koi_srad
3592,6515335,K04074.01,,FALSE POSITIVE,FALSE POSITIVE,,185.53285,31.46,877,28.39,302,5817,4.544,0.87
3593,7777471,K04075.01,,FALSE POSITIVE,FALSE POSITIVE,0,0.885131111,3.377,93.2,0.9,1818,5904,4.543,0.867
3594,10294509,K04143.01,,FALSE POSITIVE,FALSE POSITIVE,0,1.85447373,2.665,306.8,1.33,1221,5341,4.609,0.743
3595,3112129,K04144.01,,CANDIDATE,CANDIDATE,0.999,0.487656278,1.0129,109.8,0.99,2299,5957,4.506,0.937
3596,3003019,K07642.01,,FALSE POSITIVE,FALSE POSITIVE,0,0.502622858,3.085,146,1.41,2478,6029,4.385,1.098
3597,9334893,K02298.02,Kepler-1178 b,CONFIRMED,CANDIDATE,0.989,31.8055128,3.979,141.7,0.63,378,4729,4.726,0.525
3598,3103212,K04145.01,,CANDIDATE,CANDIDATE,1,3.25424652,5.378,82.1,0.96,1220,5692,4.421,1.004
3599,10000941,K04146.01,Kepler-1558 b,CONFIRMED,CANDIDATE,0.999,3.50472344,1.9464,90.7,0.8,1019,5115,4.477,0.854
3600,9455677,K04076.01,Kepler-1548 b,CONFIRMED,CANDIDATE,0.995,124.827797,6.479,647.5,2.57,350,5349,4.353,1.032
3601,6871071,K02220.05,,CANDIDATE,CANDIDATE,,11.9294568,3.193,132.3,1.05,797,5975,4.48,0.9
3602,7690855,K04077.01,,FALSE POSITIVE,FALSE POSITIVE,0,0.786260569,4.556,877.1,15.72,1192,4223,4.681,0.557
3603,5649837,K04078.01,,FALSE POSITIVE,FALSE POSITIVE,0,0.597934463,3.1225,515,23.2,2126,6052,4.539,0.863
3604,10141938,K04079.01,,FALSE POSITIVE,FALSE POSITIVE,,360.76458,21.22,383.7,60.3,216,5513,4.616,0.724
3605,8029197,K04147.01,,FALSE POSITIVE,FALSE POSITIVE,0,2.15292788,3.043,41.4,1.02,1841,5851,3.969,1.555
3606,12257886,K04148.01,,FALSE POSITIVE,FALSE POSITIVE,0,2.61585431,6.519,169.8,1.28,1358,6131,4.497,0.945
3607,10875007,K04149.01,,CANDIDATE,CANDIDATE,0.961,9.54699216,5.063,143,1.71,996,6274,4.357,1.232
3608,10875007,K04149.02,,CANDIDATE,CANDIDATE,0.994,14.708641,5.394,130.6,1.82,862,6274,4.357,1.232
3609,11465651,K04150.01,,CANDIDATE,CANDIDATE,1,31.3351094,6.071,264.9,1.99,666,6404,4.393,1.142
3610,5036480,K04080.01,,FALSE POSITIVE,FALSE POSITIVE,0,1.061002863,1.962,142.4,1.06,1679,5767,4.538,0.881
3611,10275077,K04081.01,,FALSE POSITIVE,FALSE POSITIVE,,363.35755,19.85,395.3,3.45,305,5086,3.89,1.783
3612,6592832,K04082.01,,FALSE POSITIVE,FALSE POSITIVE,0.019,0.924821319,2.594,122.4,1.1,1963,6135,4.455,0.974
3613,8524346,K04083.01,,FALSE POSITIVE,FALSE POSITIVE,0,4.4697452,5.33,241.5,2.43,1248,6102,4.316,1.125
3614,3937814,K04084.01,Kepler-1549 b,CONFIRMED,CANDIDATE,0.82,214.881456,9.581,759.2,2.68,286,5323,4.378,0.995
3615,5551228,K04154.02,,FALSE POSITIVE,FALSE POSITIVE,0,122.906853,15.97,819.7,3.55,338,5692,4.547,0.866
3616,5471271,K04155.01,,FALSE POSITIVE,FALSE POSITIVE,0,12.42221675,6.5533,54.5,0.8,864,6231,4.424,1.084
3617,5881120,K04156.01,,CANDIDATE,CANDIDATE,0.972,4.85018974,5.676,64.5,1.1,1098,6032,4.485,0.973
3618,3248696,K07651.01,,FALSE POSITIVE,FALSE POSITIVE,0,383.43595,11.059,1228,2.53,214,5576,4.615,0.729
3619,4548098,K04157.01,,CANDIDATE,CANDIDATE,0.998,3.82315697,2.388,47.2,0.77,1282,6202,4.422,1.122
3620,5306383,K04158.01,,FALSE POSITIVE,FALSE POSITIVE,0,0.842336445,1.519,80.1,0.9,1941,5765,4.415,0.998
3621,5446285,K00142.02,,FALSE POSITIVE,FALSE POSITIVE,,339.4293408,7.5,,,,,,
3622,7021681,K00255.02,,CANDIDATE,CANDIDATE,0.997,13.6032081,2.592,180.5,0.75,397,3780,4.746,0.511
3623,5041847,K04085.01,,FALSE POSITIVE,FALSE POSITIVE,0,0.914468919,2.695,3426.3,36.84,1884,5762,4.415,0.989
3624,3836558,K04086.01,,FALSE POSITIVE,FALSE POSITIVE,0,1.54039744,1.787,127.6,1.08,1520,5649,4.421,0.884
3625,4770617,K02243.02,Kepler-1154 c,CONFIRMED,CANDIDATE,0.992,8.45805119,2.998,258.7,2.52,1117,6172,4.198,1.471
3626,6106282,K04087.01,Kepler-440 b,CONFIRMED,CANDIDATE,1,101.1107014,8.029,878.1,1.61,229,4133,4.705,0.561
3627,4946584,K04088.01,,FALSE POSITIVE,FALSE POSITIVE,0,0.907943645,1.9144,1028.9,49.37,2219,6434,4.354,1.166
3628,6463499,K04163.01,,FALSE POSITIVE,FALSE POSITIVE,0,94.446856,7.502,436.4,7.13,611,5780,3.729,2.478
3629,8254882,K04164.01,,FALSE POSITIVE,FALSE POSITIVE,0,0.92565941,1.488,30,0.88,2383,6058,4.135,1.612
3630,4078311,K04166.01,,CANDIDATE,CANDIDATE,1,9.84262076,1.6018,626.4,2.41,801,5585,4.49,0.972
3631,5475735,K04167.01,,FALSE POSITIVE,FALSE POSITIVE,0,2.99194823,4.39,99.6,0.78,1019,5269,4.62,0.727
3632,11709124,K00435.05,Kepler-154 c,CONFIRMED,CANDIDATE,0.915,62.3026877,7.509,859.3,3.05,454,5688,4.415,0.971
3633,9022166,K02175.02,Kepler-368 c,CONFIRMED,FALSE POSITIVE,0.001,72.3826983,8.279,366.4,4.21,575,5508,3.897,1.988
3634,10075409,K04019.01,,FALSE POSITIVE,FALSE POSITIVE,,360.33012,15.16,1022,2.34,200,5054,4.606,0.74
3635,7038096,K04020.01,,FALSE POSITIVE,FALSE POSITIVE,0,0.566803149,1.643,246,1.93,2380,6147,4.435,1.096
3636,3345973,K07652.01,,FALSE POSITIVE,FALSE POSITIVE,0,15.3466028,4.966,238.5,3.64,1194,6771,3.934,2.259
3637,11967788,K04021.01,,CANDIDATE,CANDIDATE,0.848,7.23531329,3.338,112.2,1.53,1207,6422,4.219,1.421
3638,11972872,K04089.01,,FALSE POSITIVE,FALSE POSITIVE,0,0.531106622,3.0293,5133.6,7.54,1781,4978,4.539,0.762
3639,9899233,K04090.01,,FALSE POSITIVE,FALSE POSITIVE,0,1.332547503,4.521,130.3,1.23,1719,6077,4.471,0.999
3640,3103227,K04091.01,Kepler-1550 b,CONFIRMED,CANDIDATE,0.958,225.585245,11.166,754.9,3.71,348,5929,4.243,1.363
3641,4850961,K04092.01,Kepler-1551 b,CONFIRMED,CANDIDATE,0.966,24.4972683,5.43,449.1,2.74,722,6392,4.399,1.162
3642,3102309,K07643.01,,FALSE POSITIVE,FALSE POSITIVE,0.097,4.20253859,5.389,31.5,0.71,1136,5596,4.343,1.015
3643,8521059,K04093.01,,FALSE POSITIVE,FALSE POSITIVE,0,0.535578808,1.7973,193.6,33.97,2870,6610,4.264,1.313
3644,5217574,K04151.01,,FALSE POSITIVE,FALSE POSITIVE,0,0.89486317,2.657,172,1.19,1764,5764,4.548,0.863
3645,7199060,K04152.01,,CANDIDATE,CANDIDATE,0.969,64.1862264,8.485,507.3,8,839,6951,3.766,2.758
3646,8439323,K04153.01,,CANDIDATE,CANDIDATE,1,4.62602867,0.643,346.9,1.65,1012,5834,4.566,0.797
3647,4458082,K02303.02,,CANDIDATE,CANDIDATE,1,8.93484887,2.579,135.9,1.83,1124,6688,4.304,1.347
3648,5551228,K04154.01,,FALSE POSITIVE,FALSE POSITIVE,,368.71479,16.46,1210,91.06,236,5716,4.544,0.872
3649,11967788,K04021.02,,CANDIDATE,CANDIDATE,0.994,4.93211932,3.144,50.5,1.02,1372,6422,4.219,1.421
3650,7733731,K04022.01,,CANDIDATE,CANDIDATE,0.999,4.85819429,5.356,76.3,2.04,1685,6109,3.78,2.326
3651,6862332,K04023.01,,FALSE POSITIVE,FALSE POSITIVE,0,119.0192648,8.1,1977,4.44,350,5754,4.534,0.905
3652,10714072,K04024.01,Kepler-1541 b,CONFIRMED,CANDIDATE,0.988,8.40693068,1.866,167.1,1.95,1048,5365,4.02,1.533
3653,3110177,K07644.01,,CANDIDATE,CANDIDATE,0.988,3.39904814,2.922,69.6,0.81,1191,5766,4.444,0.929
3654,10992011,K04025.01,,FALSE POSITIVE,FALSE POSITIVE,0,0.974479091,1.866,221.2,1.19,1513,5043,4.502,0.819
3655,8128247,K04094.01,,FALSE POSITIVE,FALSE POSITIVE,0,3.57017774,4.473,79.6,57.36,6119,3812,0.93,69.001
3656,6276994,K04095.01,,FALSE POSITIVE,FALSE POSITIVE,0,1.10601182,2.577,52.9,0.77,1903,6241,4.45,1.031
3657,9674564,K04096.01,,FALSE POSITIVE,FALSE POSITIVE,0,6.873655305,3.5415,181.3,1.21,906,5668,4.492,0.912
3658,5942808,K02250.02,,CANDIDATE,CANDIDATE,1,0.626281766,1.1812,433.1,1.76,1711,4922,4.505,0.823
3659,3232249,K07648.01,,CANDIDATE,CANDIDATE,0.967,1.183505016,1.275,116.6,0.8,1293,4832,4.592,0.746
3660,5688683,K04097.01,,CANDIDATE,CANDIDATE,0.985,2.790643481,0.6871,202,0.99,816,4353,4.681,0.603
3661,6607644,K04159.01,Kepler-1559 b,CONFIRMED,CANDIDATE,0.987,0.971915957,1.6023,73.7,0.79,1609,5196,4.458,0.889
3662,7610663,K04160.01,Kepler-1560 b,CONFIRMED,CANDIDATE,0.987,3.03196812,1.723,81.5,0.9,1269,5755,4.402,0.993
3663,5565707,K04161.01,,FALSE POSITIVE,FALSE POSITIVE,0,1.2940561,0.97,51.2,5.27,4465,6635,3.092,7.146
3664,1293031,K04162.01,,FALSE POSITIVE,FALSE POSITIVE,0,0.53936593,5.434,145,9.19,5016,6341,3.301,5.302
3665,7449554,K02357.02,,CANDIDATE,CANDIDATE,1,15.9042402,2.093,444.8,3.79,863,5583,4.077,1.53
3666,4067110,K04026.01,,FALSE POSITIVE,FALSE POSITIVE,0,0.735146413,5.053,275.4,168.34,5366,6611,3.112,7.435
3667,8694309,K04027.01,,FALSE POSITIVE,FALSE POSITIVE,0,0.827351796,2.1885,44.7,0.9,2208,5609,4.141,1.31
3668,8282651,K02193.02,,CANDIDATE,CANDIDATE,,4.16288745,0.678,391.7,1.32,763,4478,4.615,0.651
3669,7818447,K04028.01,,FALSE POSITIVE,FALSE POSITIVE,0,0.618952198,2.8244,8324.1,4.96,497,2661,5.283,0.116
3670,11569475,K04029.01,,FALSE POSITIVE,FALSE POSITIVE,0,1.31723412,7.284,422.7,125.56,5471,6740,2.816,12.08
3671,5688683,K04097.02,,FALSE POSITIVE,FALSE POSITIVE,0,4.44902309,1.373,88.9,0.55,699,4353,4.681,0.603
3672,8222627,K04098.01,,CANDIDATE,CANDIDATE,0.993,1.121733366,1.032,84.3,2.39,2384,5023,3.682,2.571
3673,8951205,K04099.01,,CANDIDATE,CANDIDATE,0.996,4.95060632,1.719,309.5,1.28,885,5431,4.623,0.717
3674,5700900,K04100.01,,FALSE POSITIVE,FALSE POSITIVE,0,379.08202,33.87,1609.1,23.99,253,5982,4.493,0.96
3675,7026477,K04101.01,,FALSE POSITIVE,FALSE POSITIVE,,366.31509,12.41,336,2.87,353,6705,4.16,1.524
3676,9402583,K04168.01,,FALSE POSITIVE,FALSE POSITIVE,0,0.536544193,2.918,159.5,0.9,1745,5041,4.597,0.728
3677,7838675,K04169.01,Kepler-1561 b,CONFIRMED,FALSE POSITIVE,0,1.005205893,1.63,97.5,0.85,1682,5718,4.549,0.863
3678,8700537,K04170.01,,FALSE POSITIVE,FALSE POSITIVE,0,43.796785,18.84,256.3,20.79,542,6109,4.432,0.941
3679,10858785,K04171.01,,FALSE POSITIVE,FALSE POSITIVE,0,0.952371227,3.926,352.5,21.96,1870,6086,4.511,0.921
3680,9640907,K04172.01,,FALSE POSITIVE,FALSE POSITIVE,0,1.089088292,1.8599,141.7,1.28,1914,6194,4.445,1.069
3681,7515670,K02360.02,,FALSE POSITIVE,FALSE POSITIVE,,1.1518407,2.53,,,,,,
3682,9551430,K04030.01,,FALSE POSITIVE,FALSE POSITIVE,0,7.7553808,22.321,839.6,22.2,822,5607,4.539,0.766
3683,3228986,K04031.01,,FALSE POSITIVE,FALSE POSITIVE,0,0.730949487,2.367,87.3,1.27,2311,6238,4.365,1.191
3684,7100673,K04032.01,Kepler-1542 b,CONFIRMED,CANDIDATE,1,3.95116635,2.566,60.9,0.83,1160,5574,4.354,1.065
3685,7100673,K04032.02,Kepler-1542 c,CONFIRMED,CANDIDATE,0.993,2.89223998,2.521,44.3,0.7,1287,5574,4.354,1.065
3686,4138557,K04033.01,,FALSE POSITIVE,FALSE POSITIVE,0,0.991552822,1.135,607.2,37.93,2558,5908,3.888,1.862
3687,2708278,K04102.01,,FALSE POSITIVE,FALSE POSITIVE,0,1.89124187,4.415,105.8,0.93,1312,5285,4.474,0.927
3688,3747817,K04103.01,Kepler-1552 b,CONFIRMED,CANDIDATE,0.999,184.77271,9.568,951.4,2.41,268,5273,4.566,0.801
3689,8483366,K04104.01,,FALSE POSITIVE,FALSE POSITIVE,,392.49728,10.53,1062,2.82,232,5737,4.544,0.872
3690,7758018,K04105.01,,FALSE POSITIVE,FALSE POSITIVE,,363.41165,14.79,961.7,3.14,263,6025,4.472,0.999
3691,9071593,K02257.02,,CANDIDATE,CANDIDATE,0.514,59.284064,5.42,424.4,1.81,401,5225,4.505,0.859
3692,10089911,K04034.01,Kepler-1543 b,CONFIRMED,FALSE POSITIVE,0.1,6.96704926,3.73,213.7,6.14,1774,6303,3.595,3.53
3693,3247404,K04035.01,,FALSE POSITIVE,FALSE POSITIVE,0,8.8109721,4.822,24048,47.94,881,5780,4.438,1
3694,11415243,K04036.01,Kepler-1544 b,CONFIRMED,CANDIDATE,0.965,168.81133,6.582,614.4,1.69,241,4798,4.62,0.707
3695,3548044,K02194.02,Kepler-371 c,CONFIRMED,CANDIDATE,0.979,67.968656,7.948,321.8,1.71,443,5670,4.387,0.95
3696,8264402,K04037.01,,CANDIDATE,CANDIDATE,0.964,215.956008,10.425,392.7,3.36,361,6163,4.27,1.313
3697,7773179,K04038.01,,FALSE POSITIVE,FALSE POSITIVE,0,2.15681538,5.115,106.5,1.06,1473,6084,4.45,0.983
3698,11017094,K04106.01,,FALSE POSITIVE,FALSE POSITIVE,0,0.708563091,6.347,414.5,15.38,1587,5271,4.669,0.648
3699,3129238,K07645.01,,CANDIDATE,CANDIDATE,0.998,2.00870696,4.87,53.5,0.55,1232,5341,4.526,0.759
3700,5956633,K04107.01,,FALSE POSITIVE,FALSE POSITIVE,,366.24282,15.76,733.7,2.4,237,5713,4.541,0.893
3701,9899065,K04108.01,,FALSE POSITIVE,FALSE POSITIVE,0,1.33256418,4.701,162.3,0.81,1262,5157,4.641,0.62
3702,7907808,K04109.01,,CANDIDATE,CANDIDATE,0.999,0.655939788,1.318,73,1.48,2411,4968,3.924,1.755
3703,5471792,K04110.01,,FALSE POSITIVE,FALSE POSITIVE,0,12.4258833,24.83,93.6,2.19,1006,5611,3.933,1.632
3704,11145831,K04039.01,,FALSE POSITIVE,FALSE POSITIVE,0,1.387838134,2.252,136.8,1.24,1783,6273,4.442,1.044
3705,11444952,K04040.01,,FALSE POSITIVE,FALSE POSITIVE,0,0.678349364,3.092,486,19.06,1844,5569,4.566,0.829
3706,8647295,K04041.01,,FALSE POSITIVE,FALSE POSITIVE,0,1.022028468,8.866,1344.5,26.91,1649,5445,4.456,0.855
3707,3444098,K04042.01,,FALSE POSITIVE,FALSE POSITIVE,0,0.72359699,1.326,495.6,6.73,4699,8855,3.818,2.858
3708,5112567,K04043.01,,FALSE POSITIVE,FALSE POSITIVE,0,1.6156052,14.55,1582,34.69,2202,6770,4.15,1.623
3709,2708343,K04111.01,,FALSE POSITIVE,FALSE POSITIVE,0,1.8913182,4.374,202.3,0.9,983,4476,4.627,0.633
3710,3348090,K04112.01,,FALSE POSITIVE,FALSE POSITIVE,0,2.43585046,2.088,60.5,2.6,2544,6501,3.613,3.247
3711,9282762,K04113.01,,FALSE POSITIVE,FALSE POSITIVE,0,1.33255441,3.828,106.7,1.12,1743,6099,4.456,1.028
3712,3117046,K04114.01,,FALSE POSITIVE,FALSE POSITIVE,0,359.1015,11.461,496.5,2.37,285,6373,4.438,1.047
3713,6311520,K04115.01,,FALSE POSITIVE,FALSE POSITIVE,0,0.941840589,5.06,388.3,27.05,2200,6419,4.33,1.142
3714,5201115,K04044.01,,FALSE POSITIVE,FALSE POSITIVE,0,1.728521892,3.361,92.2,1.19,1678,5872,4.282,1.157
3715,2708203,K04045.01,,FALSE POSITIVE,FALSE POSITIVE,0,1.89125855,5.415,67.9,0.81,1671,6569,4.41,0.927
3716,4150496,K04046.01,,FALSE POSITIVE,FALSE POSITIVE,0,8.65312868,3.376,508.6,20.38,857,5880,4.525,0.893
3717,11401767,K02195.02,Kepler-372 d,CONFIRMED,CANDIDATE,0.976,30.0899459,6.654,242.6,2.25,660,6056,4.332,1.209
3718,9655005,K04047.01,,CANDIDATE,CANDIDATE,0.196,1.39862757,9.625,45.5,2.39,3562,7872,3.732,3.367
3719,11709124,K00435.06,Kepler-154 f,CONFIRMED,CANDIDATE,0.997,9.91937693,4.326,186.7,1.32,838,5688,4.415,0.971
3720,3851194,K07671.01,,FALSE POSITIVE,FALSE POSITIVE,0,0.918510251,2.587,52.6,1.77,2795,5837,3.791,2.338
3721,8613535,K02263.02,Kepler-1165 b,CONFIRMED,CANDIDATE,1,9.47850818,6.154,184.6,1.47,946,6249,4.428,1.076
3722,5092655,K04116.01,,CANDIDATE,CANDIDATE,,0.783258387,2.2926,328.5,1.28,1559,5067,4.565,0.715
3723,3955817,K04117.01,Kepler-1553 b,CONFIRMED,CANDIDATE,1,4.24263096,2.582,187.6,1.1,926,5072,4.521,0.825
3724,10661778,K04118.01,,FALSE POSITIVE,FALSE POSITIVE,0,1.231363214,5.8101,4774.7,10.75,1699,5780,4.438,1
3725,5513857,K04119.01,,FALSE POSITIVE,FALSE POSITIVE,0,0.755101928,3.044,119.8,0.91,1763,5465,4.535,0.819
3726,10272389,K04048.01,,FALSE POSITIVE,FALSE POSITIVE,0,4.56447463,6.415,208.4,1.13,902,5270,4.596,0.77
3727,4679687,K04049.01,,FALSE POSITIVE,FALSE POSITIVE,0,1.027904857,1.6381,2381.2,30.48,1653,5432,4.446,0.872
3728,7968683,K04050.01,,FALSE POSITIVE,FALSE POSITIVE,0,367.95566,21.877,1414.1,3.62,183,4723,4.611,0.696
3729,10360722,K04051.01,Kepler-1545 b,CONFIRMED,CANDIDATE,0.996,163.692336,6.853,1138,2.75,274,4999,4.49,0.843
3730,9091755,K04052.01,,FALSE POSITIVE,FALSE POSITIVE,0,1.106529843,6.258,319.5,1.91,1649,5932,4.58,0.798
3731,3852476,K07672.01,,FALSE POSITIVE,FALSE POSITIVE,0.307,111.741576,3.83,238.8,6.88,676,5267,3.338,4.525
3732,9700449,K04120.01,,CANDIDATE,CANDIDATE,0.965,110.461746,12.46,331.2,1.93,420,6321,4.434,1.058
3733,6349881,K04121.01,Kepler-1554 b,CONFIRMED,CANDIDATE,0.995,198.088873,7.955,1027.7,3.24,288,5275,4.397,0.969
3734,9851970,K04122.01,,FALSE POSITIVE,FALSE POSITIVE,0,1.08193721,4.788,115.3,0.77,1385,4965,4.555,0.736
3735,6140059,K04123.01,,CANDIDATE,CANDIDATE,1,44.6226725,12.974,131.9,1.73,613,6198,4.252,1.239
3736,5726910,K04124.01,,CANDIDATE,CANDIDATE,,2.43142974,2.713,146.6,1.17,1378,5750,4.364,0.965
3737,1718958,K04053.01,,CANDIDATE,CANDIDATE,0.985,1.41975831,1.429,60.9,0.85,1700,5925,4.394,1.035
3738,6428794,K04054.01,,CANDIDATE,CANDIDATE,0.999,169.135056,8.931,640.7,2.21,273,5171,4.545,0.801
3739,3228825,K04055.01,,FALSE POSITIVE,FALSE POSITIVE,0,0.73095491,2.206,29.6,0.88,2711,6454,4.163,1.587
3740,4673628,K04056.01,,CANDIDATE,CANDIDATE,0.838,3.951383138,1.0582,405.7,23.51,1083,5570,4.458,0.899
3741,11401767,K02195.03,Kepler-372 b,CONFIRMED,CANDIDATE,0.997,6.84978728,4.919,139.2,1.83,1081,6056,4.332,1.209
3742,3852872,K07673.01,,CANDIDATE,CANDIDATE,0.775,80.769893,4.2,128.5,1.87,475,4965,3.961,1.708
3743,9099950,K04125.01,,FALSE POSITIVE,FALSE POSITIVE,0,1.111362442,6.24,133.9,2.86,2820,6486,3.872,2.308
3744,9718066,K02287.02,Kepler-378 c,CONFIRMED,CANDIDATE,0.08,28.9060526,3.099,99,0.79,414,4657,4.641,0.67
3745,9272070,K04126.01,Kepler-1555 b,CONFIRMED,CANDIDATE,1,8.10503551,4.459,209.9,1.45,959,6201,4.472,0.989
3746,5088400,K04127.01,Kepler-1556 b,CONFIRMED,CANDIDATE,0.991,8.82715783,2.019,368.6,1.67,797,5550,4.539,0.878
3747,4669402,K04128.01,,FALSE POSITIVE,FALSE POSITIVE,0,143.196381,10.424,618.1,6.64,380,6007,4.333,1.06
3748,3757407,K04057.01,,FALSE POSITIVE,FALSE POSITIVE,0,9.089151782,3.1886,110.1,4.35,1848,6729,3.493,4.099
3749,4769931,K04058.01,,FALSE POSITIVE,FALSE POSITIVE,0,1.87886973,3.876,181.9,1.04,1236,5448,4.613,0.734
3750,9220612,K04059.01,,FALSE POSITIVE,FALSE POSITIVE,0,0.979161676,2.942,160.2,1.03,1548,5390,4.591,0.78
3751,9086154,K04060.01,,CANDIDATE,CANDIDATE,0.901,225.26213,14.459,389.2,2.36,329,5799,4.276,1.191
3752,6806695,K04061.01,,FALSE POSITIVE,FALSE POSITIVE,0,0.855922327,1.514,130.9,0.87,1658,5437,4.539,0.759
3753,3858943,K07674.01,,FALSE POSITIVE,FALSE POSITIVE,0,25.9528725,12.434,164.1,1.53,697,6370,4.41,1.106
3754,11970988,K04129.01,,CANDIDATE,CANDIDATE,1,2.31482311,2.127,58.6,0.69,1237,5240,4.428,0.923
3755,10858803,K04130.01,,FALSE POSITIVE,FALSE POSITIVE,0,0.952374508,3.006,204.8,1.13,1435,4754,4.508,0.821
3756,6129694,K04131.01,,FALSE POSITIVE,FALSE POSITIVE,0,0.936751792,5.658,26.4,2.07,3814,7843,3.829,2.909
3757,5957181,K04132.01,,FALSE POSITIVE,FALSE POSITIVE,,393.34331,9.481,1750,2.27,140,3994,4.717,0.554
3758,7601918,K04133.01,,FALSE POSITIVE,FALSE POSITIVE,0,0.621361411,1.0628,45,1.12,2913,6234,4.046,1.66
3759,6119877,K04134.01,,FALSE POSITIVE,FALSE POSITIVE,,250.2376074,16.58,,,,,,
3760,6792908,K04341.01,,CANDIDATE,CANDIDATE,1,10.778313,5.256,90.7,1.25,1067,6726,4.262,1.258
3761,7211879,K04342.01,,FALSE POSITIVE,FALSE POSITIVE,0,0.594310785,0.9994,112.5,0.91,2068,5931,4.554,0.845
3762,8087812,K04343.01,,CANDIDATE,CANDIDATE,0.988,27.2106807,10.515,99.4,1.73,725,5973,4.171,1.305
3763,4863956,K04344.01,,FALSE POSITIVE,FALSE POSITIVE,,4.31978105,7.204,65.8,3.87,2111,5519,3.303,4.368
3764,10534155,K04345.01,,CANDIDATE,CANDIDATE,0.994,4.32710895,1.387,108.9,26.6,1397,5776,4.018,1.455
3765,5308537,K04409.01,,CANDIDATE,CANDIDATE,0.999,14.2651545,3.601,66.3,1.06,853,5825,4.237,1.291
3766,6350882,K04410.01,,CANDIDATE,CANDIDATE,1,5.04404366,1.682,236.5,1.47,1078,6039,4.493,0.951
3767,5281113,K04411.01,Kepler-1602 b,CONFIRMED,CANDIDATE,0.994,11.17931581,3.103,90.6,1.81,1159,6292,4.014,1.873
3768,7847104,K04412.01,,FALSE POSITIVE,FALSE POSITIVE,0,1.284991846,2.274,29.1,1.17,2491,6060,3.852,2.106
3769,3450040,K04205.01,,CANDIDATE,CANDIDATE,0.986,1.166960319,1.6823,97.8,0.88,1596,5632,4.537,0.904
3770,3347807,K07653.01,,FALSE POSITIVE,FALSE POSITIVE,0,324.18028,18.15,87.9,2.2,382,5792,3.835,2.183
3771,8487805,K04206.01,,FALSE POSITIVE,FALSE POSITIVE,0,0.530959357,2.417,84.4,0.69,1852,5325,4.607,0.75
3772,9456281,K04207.01,,CANDIDATE,CANDIDATE,1,0.701944362,0.641,210.8,0.8,1227,4236,4.698,0.539
3773,5129453,K04208.01,,CANDIDATE,CANDIDATE,0.999,3.05772668,1.819,311,1.23,878,4483,4.57,0.731
3774,7918478,K04209.01,,CANDIDATE,CANDIDATE,1,9.9092109,2.552,942,2.35,693,5396,4.632,0.702
3775,3336845,K04275.01,,FALSE POSITIVE,FALSE POSITIVE,0,0.996864568,1.098,86.7,0.77,1588,5418,4.524,0.782
3776,3645282,K07661.01,,FALSE POSITIVE,FALSE POSITIVE,0,0.673684895,1.161,51.1,0.7,2001,5645,4.453,0.951
3777,6026924,K04276.01,Kepler-1580 b,CONFIRMED,CANDIDATE,0.979,56.644452,16.551,104.6,2.44,733,6237,3.862,2.295
3778,6525280,K04277.01,,FALSE POSITIVE,FALSE POSITIVE,0,1.710319812,2.983,43.6,0.56,1426,5774,4.524,0.825
3779,4861784,K04278.01,,FALSE POSITIVE,FALSE POSITIVE,0,5.62978034,5.847,379.2,1.61,899,5497,4.57,0.839
3780,5876360,K04279.01,,FALSE POSITIVE,FALSE POSITIVE,0,1.050852976,1.6788,41694,45.89,1791,5780,4.438,1
3781,9509343,K04346.01,,CANDIDATE,CANDIDATE,0.95,6.39269778,2.138,174.3,1.21,890,5248,4.416,0.943
3782,3732972,K07664.01,,FALSE POSITIVE,FALSE POSITIVE,0,1.540398683,1.5676,73,12.65,4689,4971,2.373,14.678
3783,3244792,K04347.01,Kepler-1592 b,CONFIRMED,CANDIDATE,1,3.0570982,3.571,144,0.99,1202,6021,4.57,0.819
3784,8743082,K04348.01,,FALSE POSITIVE,FALSE POSITIVE,,365.25921,13.74,529,2.39,268,5993,4.415,1.042
3785,7673841,K02585.03,,CANDIDATE,CANDIDATE,0.953,7.87845756,3.912,44.1,0.78,989,5767,4.287,1.135
3786,9142742,K04349.01,,FALSE POSITIVE,FALSE POSITIVE,,372.72688,12.751,331.7,3.52,326,6148,4.147,1.615
3787,6891513,K04413.01,,FALSE POSITIVE,FALSE POSITIVE,0.002,9.9398272,4.1198,478.6,101.71,819,5798,4.507,0.941
3788,4579598,K04414.01,,FALSE POSITIVE,FALSE POSITIVE,0,0.866346,2.011,116.4,1.24,2165,6241,4.366,1.131
3789,7777522,K04415.01,,FALSE POSITIVE,FALSE POSITIVE,0,0.885129679,3.156,177.3,1.21,1780,5792,4.547,0.864
3790,9305012,K04416.01,,FALSE POSITIVE,FALSE POSITIVE,,56.898749,3.522,514,6.33,1107,9189,3.864,2.692
3791,9597729,K04417.01,,FALSE POSITIVE,FALSE POSITIVE,0,0.438153876,1.3885,164.8,14,2407,6032,4.508,0.929
3792,11390109,K04210.01,,FALSE POSITIVE,FALSE POSITIVE,,398.40957,11.486,880.3,3.33,279,6251,4.378,1.119
3793,5078025,K04211.01,,FALSE POSITIVE,FALSE POSITIVE,0,0.696286519,3.194,120.8,1.34,1969,5904,4.543,0.867
