rowid,kepid,kepoi_name,kepler_name,koi_disposition,koi_pdisposition,koi_score,koi_period,koi_duration,koi_depth,koi_prad,koi_teq,koi_steff,koi_slogg,koi_srad
1868,8892157,K02224.02,,CANDIDATE,CANDIDATE,,86.130534,3.321,285.2,1.47,391,5830,4.54,0.876
1869,11569782,K02225.01,Kepler-1150 b,CONFIRMED,CANDIDATE,0.998,2.787874175,2.0348,197.4,2.33,1432,4827,3.942,1.727
1870,4833421,K00232.04,Kepler-122 e,CONFIRMED,CANDIDATE,1,37.9962369,6.7751,403.7,2.39,618,6038,4.284,1.191
1871,11520459,K02226.01,,CANDIDATE,CANDIDATE,1,8.46354384,1.4078,792.2,2.51,805,5427,4.495,0.887
1872,7219825,K00238.01,Kepler-123 b,CONFIRMED,CANDIDATE,1,17.23232894,4.5568,509.8,2.79,817,6086,4.274,1.216
1873,3749978,K02308.01,Kepler-1183 b,CONFIRMED,CANDIDATE,1,28.5057217,6.324,755.8,2.55,555,5712,4.534,0.87
1874,10010440,K02309.01,Kepler-1184 b,CONFIRMED,CANDIDATE,0.971,53.5991459,6.811,523.1,2.49,529,6319,4.447,1.032
1875,11718144,K02310.01,,CANDIDATE,CANDIDATE,1,16.4581861,1.9637,435.8,1.82,644,5475,4.521,0.884
1876,4247991,K02311.01,,CANDIDATE,CANDIDATE,,191.864193,4.9,,,,,,
1877,4247991,K02311.02,,CANDIDATE,CANDIDATE,,13.72549689,7.62,,,,,,
1878,10026544,K02312.01,,CANDIDATE,CANDIDATE,,176.331289,13.89,109.8,2.38,505,6146,3.8,2.251
1879,9473078,K02079.01,Kepler-1087 b,CONFIRMED,CANDIDATE,0.997,0.693842661,1.6197,49.3,0.83,2161,5457,4.239,1.196
1880,10864531,K02080.01,Kepler-358 c,CONFIRMED,CANDIDATE,0.526,83.4887405,6.21,955.4,2.95,411,5910,4.505,0.94
1881,10864531,K02080.02,Kepler-358 b,CONFIRMED,CANDIDATE,1,34.0607677,2.471,818.9,2.96,554,5910,4.505,0.94
1882,2853780,K02081.01,,CANDIDATE,CANDIDATE,0.881,6.2141496,10.141,183.4,4.27,1506,5295,3.617,3.152
1883,9472000,K02082.01,,CANDIDATE,CANDIDATE,0.997,31.5888979,3.438,360.6,2.59,682,5866,4.175,1.367
1884,10253547,K02153.01,Kepler-364 c,CONFIRMED,CANDIDATE,0.859,59.9809868,7.588,282.4,2.81,568,6103,4.202,1.383
1885,10253547,K02153.02,Kepler-364 b,CONFIRMED,CANDIDATE,0.995,25.7457957,7.073,140.3,1.73,753,6103,4.202,1.383
1886,12505076,K02154.01,,CANDIDATE,CANDIDATE,1,11.92979348,6.152,709.3,2.43,770,5831,4.517,0.921
1887,6185476,K00227.01,,CANDIDATE,CANDIDATE,,17.65737838,3.509,2155.7,2.45,350,3745,4.784,0.47
1888,12116380,K02155.01,Kepler-1123 b,CONFIRMED,CANDIDATE,1,4.3394569,2.3652,337.4,2.11,1061,5330,4.366,1.013
1889,2556650,K02156.01,Kepler-1124 b,CONFIRMED,CANDIDATE,1,2.852348262,0.7051,1402.9,1.66,621,3731,4.83,0.433
1890,10600955,K02227.01,Kepler-1151 b,CONFIRMED,CANDIDATE,0.485,65.6480892,5.746,588.7,3.93,485,5565,4.251,1.246
1891,10801100,K02228.01,,FALSE POSITIVE,FALSE POSITIVE,0,102.653705,53.5887,687.3,39.16,562,6711,4.097,1.698
1892,4473226,K02229.01,,CANDIDATE,CANDIDATE,1,14.83340944,3.927,783,2.54,694,5570,4.471,0.904
1893,8914779,K02230.01,,FALSE POSITIVE,FALSE POSITIVE,0.001,0.987338654,2.591,26.5,0.98,2669,6258,3.939,1.896
1894,2854181,K02232.01,,CANDIDATE,CANDIDATE,1,101.1323475,4.366,1502.9,3.87,380,5492,4.389,1.016
1895,8963721,K02233.01,,FALSE POSITIVE,FALSE POSITIVE,0,1.811460943,5.065,428.5,2.83,1508,5700,4.382,1.008
1896,10132832,K02313.01,Kepler-1186 b,CONFIRMED,CANDIDATE,1,16.07673148,2.205,488,2.14,724,5957,4.498,0.971
1897,3219995,K02314.01,Kepler-1187 b,CONFIRMED,CANDIDATE,1,18.87058705,3.4701,588,2.67,701,6103,4.496,0.949
1898,6062929,K02315.01,,CANDIDATE,CANDIDATE,0.994,22.1334224,2.049,654.6,1.76,507,5165,4.633,0.702
1899,7504778,K02316.01,Kepler-1188 b,CONFIRMED,CANDIDATE,1,17.1369408,6.416,362.1,2.05,775,6218,4.421,1.077
1900,7219825,K00238.02,Kepler-123 c,CONFIRMED,CANDIDATE,0.993,26.6951944,4.576,132.6,1.4,706,6086,4.274,1.216
1901,7097965,K02083.01,,CANDIDATE,CANDIDATE,1,7.72085047,1.8264,267,2.53,1021,5887,4.29,1.177
1902,4249725,K00222.01,Kepler-120 b,CONFIRMED,CANDIDATE,1,6.312508525,2.7455,1286,2,575,4090,4.696,0.571
1903,3967326,K02084.01,,CANDIDATE,CANDIDATE,1,4.19577385,2.1557,874.2,3.02,1047,5229,4.378,1.005
1904,6768394,K02086.01,Kepler-60 b,CONFIRMED,CANDIDATE,0.983,7.1329472,4.368,145,1.64,1102,5862,4.194,1.307
1905,6768394,K02086.02,Kepler-60 c,CONFIRMED,CANDIDATE,0.972,8.91901228,4.141,180.6,1.84,1023,5862,4.194,1.307
1906,5211199,K02158.01,,CANDIDATE,CANDIDATE,0.944,4.5620407,2.8521,81.6,2.82,1533,5343,3.764,2.506
1907,8804455,K02159.01,,CANDIDATE,CANDIDATE,0.898,7.5966998,3.667,127.5,1.32,964,5716,4.343,1.091
1908,8804455,K02159.02,,FALSE POSITIVE,FALSE POSITIVE,0,2.392630668,1.3705,101.5,1.33,1418,5716,4.343,1.091
1909,5546761,K02160.01,Kepler-1125 b,CONFIRMED,CANDIDATE,1,17.6700291,6.693,348.4,2.89,778,5795,4.265,1.247
1910,5546761,K02160.02,,CANDIDATE,CANDIDATE,,15.40877383,3.49,,,,,,
1911,9205938,K02162.01,Kepler-1126 b,CONFIRMED,CANDIDATE,1,108.593113,7.989,338.2,1.68,374,5678,4.409,0.921
1912,10723367,K02236.01,Kepler-375 c,CONFIRMED,CANDIDATE,1,19.9865916,4.391,648,4.22,720,5500,4.218,1.238
1913,10723367,K02236.02,Kepler-375 b,CONFIRMED,CANDIDATE,0.959,12.12580644,3.289,327.5,2.5,851,5500,4.218,1.238
1914,5005121,K02237.01,,CANDIDATE,CANDIDATE,0.994,76.421501,7.218,578.4,2.81,455,5561,4.263,1.19
1915,4833421,K00232.05,Kepler-122 f,CONFIRMED,CANDIDATE,1,56.2590881,8.114,348.8,2.22,543,6038,4.284,1.191
1916,8229458,K02238.01,Kepler-1152 b,CONFIRMED,CANDIDATE,0.997,1.646801683,1.1966,284.2,0.86,806,3810,4.753,0.513
1917,10684670,K02317.01,Kepler-1189 b,CONFIRMED,CANDIDATE,0.996,3.78861833,2.808,143.4,1.23,1158,5560,4.379,1.04
1918,11495458,K02318.01,Kepler-1190 b,CONFIRMED,CANDIDATE,1,10.45839865,3.154,306.8,1.25,609,4641,4.557,0.747
1919,9003401,K02319.01,,CANDIDATE,CANDIDATE,0.998,21.1033014,2.059,192.5,1.56,718,6000,4.363,1.126
1920,5978559,K02321.01,,CANDIDATE,CANDIDATE,0.99,95.6114617,7.489,487.4,2.37,421,6002,4.424,1.081
1921,8872048,K02323.01,,CANDIDATE,CANDIDATE,,58.35512552,8.45,,,,,,
1922,7746958,K02324.01,,CANDIDATE,CANDIDATE,1,1.204686597,0.823,233.2,1.55,1711,5780,4.438,1
1923,6768394,K02086.03,Kepler-60 d,CONFIRMED,CANDIDATE,0.951,11.8984948,3.015,130.9,1.69,929,5862,4.194,1.307
1924,6922710,K02087.01,Kepler-1088 b,CONFIRMED,CANDIDATE,0.997,23.1274171,4.901,157.3,1.44,667,5865,4.393,1.066
1925,11348997,K02090.01,Kepler-1089 b,CONFIRMED,CANDIDATE,1,5.132486123,1.4575,908.4,1.69,584,3879,4.707,0.578
1926,5705819,K02091.01,,CANDIDATE,CANDIDATE,1,8.77997349,3.2201,755.7,2.12,713,5191,4.597,0.764
1927,11358389,K02163.01,Kepler-365 b,CONFIRMED,CANDIDATE,0.995,10.66489514,3.159,292.6,1.76,865,6014,4.436,1.021
1928,7204981,K02164.01,Kepler-1127 b,CONFIRMED,CANDIDATE,1,5.1233204,2.7466,286.2,1.65,994,5364,4.394,0.982
1929,3847907,K00229.01,Kepler-497 b,CONFIRMED,CANDIDATE,1,3.573202801,2.88,2975,5.81,1210,5646,4.37,1.08
1930,4370527,K02166.01,Kepler-1128 b,CONFIRMED,CANDIDATE,0.997,61.6174528,3.816,1350.7,3.36,424,5480,4.485,0.931
1931,6041734,K02167.01,Kepler-1129 b,CONFIRMED,CANDIDATE,1,24.3398202,3.891,777.3,5.09,737,5596,4.105,1.466
1932,9336200,K02242.01,Kepler-1153 b,CONFIRMED,CANDIDATE,0.999,1.755843555,1.9425,386,1.94,1343,5569,4.566,0.829
1933,4770617,K02243.01,Kepler-1154 b,CONFIRMED,CANDIDATE,1,5.18560081,4.054,252.6,2.34,1314,6172,4.198,1.471
1934,4454934,K02245.01,Kepler-1155 b,CONFIRMED,CANDIDATE,1,33.4698571,4.749,370.7,2.45,609,5912,4.342,1.094
1935,9458343,K02246.01,Kepler-1156 b,CONFIRMED,CANDIDATE,1,11.89520436,3.433,184.3,1.33,787,5649,4.411,0.992
1936,7120108,K02325.01,,CANDIDATE,CANDIDATE,1,1.025857984,0.8069,270.7,1.57,1520,5123,4.501,0.847
1937,10730703,K02327.01,Kepler-1191 b,CONFIRMED,CANDIDATE,1,5.60013327,2.6508,329.2,1.73,952,5288,4.391,0.978
1938,8007644,K02328.01,Kepler-1192 b,CONFIRMED,CANDIDATE,0.407,25.2034128,4.515,697.1,2.42,600,5831,4.517,0.921
1939,11192235,K02329.01,,CANDIDATE,CANDIDATE,0.949,1.615357809,1.1435,499.6,1.37,806,3821,4.755,0.486
1940,6383785,K00239.01,Kepler-501 b,CONFIRMED,CANDIDATE,1,5.640676975,2.8354,1453.3,4.59,1125,5794,4.282,1.216
1941,6696580,K02092.02,Kepler-359 b,CONFIRMED,CANDIDATE,1,25.5638626,4.685,1124.9,4,671,6228,4.441,1.049
1942,6525946,K02093.01,,CANDIDATE,CANDIDATE,0.999,6.78341325,3.5437,501.2,20.75,2628,5096,2.435,8.769
1943,4249725,K00222.02,Kepler-120 c,CONFIRMED,CANDIDATE,1,12.7945474,3.4197,816.7,1.6,455,4090,4.696,0.571
1944,8505920,K02094.01,,CANDIDATE,CANDIDATE,0.974,42.4269647,5.907,632.4,3.44,496,5330,4.366,1.013
1945,7918992,K02095.01,Kepler-1091 b,CONFIRMED,CANDIDATE,0.998,1.434745129,1.862,200.7,1.5,1664,5806,4.4,1.064
1946,6041734,K02167.02,,CANDIDATE,CANDIDATE,,6.95787,4.537,182.3,1.39,1047,6240,4.406,1.025
1947,11308499,K02168.01,Kepler-366 b,CONFIRMED,CANDIDATE,0.993,3.28192056,2.917,191,1.6,1326,5859,4.335,1.162
1948,11308499,K02168.02,Kepler-366 c,CONFIRMED,CANDIDATE,1,12.51610549,4.853,263,1.87,848,5859,4.335,1.162
1949,9006186,K02169.01,Kepler-1130 b,CONFIRMED,CANDIDATE,0.897,5.45298742,2.1328,86,0.92,904,5450,4.563,0.842
1950,9006186,K02169.02,,CANDIDATE,CANDIDATE,0.961,3.26662733,2.056,59.9,0.68,1072,5450,4.563,0.842
1951,7802719,K02247.01,Kepler-1157 b,CONFIRMED,CANDIDATE,1,4.45743267,2.3226,175.7,0.79,732,4487,4.644,0.612
1952,11030475,K02248.01,,CANDIDATE,CANDIDATE,0.895,2.81814715,1.763,278.6,1.3,1059,5167,4.555,0.787
1953,11030475,K02248.02,,CANDIDATE,CANDIDATE,,9.4907638,2.713,197.4,1.05,704,5290,4.604,0.746
1954,11030475,K02248.03,,CANDIDATE,CANDIDATE,0.99,0.76196247,1.282,190.2,1.08,1638,5167,4.555,0.787
1955,5023956,K00233.01,,FALSE POSITIVE,FALSE POSITIVE,0,1.824649,4.2285,3218.5,5.31,1508,6190,4.487,0.793
1956,12401863,K02331.01,Kepler-1193 b,CONFIRMED,CANDIDATE,0.989,2.832647249,2.306,114.7,1.37,1453,5865,4.266,1.272
1957,5534941,K02332.01,,CANDIDATE,CANDIDATE,0.994,3.70063251,5.408,68.6,1.24,1329,5423,4.105,1.404
1958,11121752,K02333.01,Kepler-380 b,CONFIRMED,CANDIDATE,0.97,3.93083997,2.932,101.4,1.2,1317,6038,4.284,1.191
1959,11121752,K02333.02,Kepler-380 c,CONFIRMED,CANDIDATE,0.995,7.63008196,2.78,124,1.39,1056,6038,4.284,1.191
1960,2990873,K02335.01,Kepler-1194 b,CONFIRMED,CANDIDATE,0.993,16.22378479,2.5462,262.3,1.51,676,5547,4.46,0.925
1961,9307509,K02096.01,,CANDIDATE,CANDIDATE,0.991,9.76293284,3.064,553.2,1.94,703,5052,4.503,0.816
1962,10158729,K02097.01,Kepler-1092 b,CONFIRMED,CANDIDATE,0.919,58.601926,5.522,396.4,2.06,508,6250,4.44,1.019
1963,6105462,K02098.01,Kepler-1093 b,CONFIRMED,CANDIDATE,0.816,25.0823402,6.423,244.6,2.26,776,6429,4.241,1.262
1964,3120355,K02099.01,Kepler-1094 b,CONFIRMED,CANDIDATE,0.995,78.0998908,8.422,656.9,3.37,480,5779,4.238,1.284
1965,6047072,K02100.01,Kepler-1095 b,CONFIRMED,CANDIDATE,0.98,4.27103727,2.2759,180.4,1.22,1108,5984,4.521,0.906
1966,9006186,K02169.03,,CANDIDATE,CANDIDATE,0.649,4.27226421,2.113,48.9,0.64,981,5450,4.563,0.842
1967,9006186,K02169.04,,CANDIDATE,CANDIDATE,0.993,2.19251903,1.845,18.1,0.37,1225,5450,4.563,0.842
1968,11410904,K02171.01,Kepler-1131 b,CONFIRMED,CANDIDATE,0.996,3.53232429,2.765,224.2,1.43,1159,5761,4.492,0.956
1969,5021737,K00026.01,,FALSE POSITIVE,FALSE POSITIVE,0,15.03946326,5.1008,5237.7,12.36,962,6501,4.212,1.441
1970,4173026,K02172.01,,CANDIDATE,CANDIDATE,1,10.44087398,3.743,821.5,3.41,829,5738,4.426,0.981
1971,10471621,K02554.01,,CANDIDATE,CANDIDATE,0.582,39.7557642,1.958,621.8,13.72,325,4405,4.732,0.511
1972,10471621,K02554.02,,CANDIDATE,CANDIDATE,0.988,10.27127527,3.029,343.5,0.94,510,4405,4.732,0.511
1973,5350244,K02555.01,Kepler-1276 b,CONFIRMED,CANDIDATE,0.991,12.5722897,4.765,86.5,1.09,886,6084,4.319,1.169
1974,5374403,K02556.01,Kepler-1277 b,CONFIRMED,CANDIDATE,0.983,40.8366307,4.956,264.8,1.5,496,5529,4.457,0.925
1975,10925113,K02557.01,,FALSE POSITIVE,FALSE POSITIVE,0,11.7761073,2.829,281.3,1.31,619,5096,4.618,0.689
1976,11769801,K02633.01,,FALSE POSITIVE,FALSE POSITIVE,0,29.7123181,70.3707,385.4,46.43,870,6440,3.984,1.921
1977,11752906,K00253.02,,CANDIDATE,CANDIDATE,0.993,20.6180348,3.267,769.5,1.57,359,3757,4.681,0.576
1978,1995519,K02634.01,Kepler-1299 b,CONFIRMED,CANDIDATE,0.952,19.9401211,4.283,758.9,2.42,588,5623,4.596,0.763
1979,4914566,K02635.01,Kepler-1300 b,CONFIRMED,CANDIDATE,0.991,22.2420032,7.532,63.5,2.04,954,5979,3.854,2.164
1980,6198182,K02636.01,,CANDIDATE,CANDIDATE,0.957,3.88148385,2.679,36.3,0.59,1156,5854,4.469,0.979
1981,10024051,K02409.01,Kepler-1228 b,CONFIRMED,CANDIDATE,1,0.577369336,1.0852,400.4,1.42,1757,5255,4.617,0.716
1982,8676038,K02410.01,,CANDIDATE,CANDIDATE,,186.6543548,10.51,,,,,,
1983,4349452,K00244.01,Kepler-25 c,CONFIRMED,CANDIDATE,1,12.72037026,2.7306,1180.1,4.75,934,6267,4.28,1.258
1984,8676038,K02410.02,,CANDIDATE,CANDIDATE,,86.59322294,7.98,,,,,,
1985,8073806,K02411.01,,CANDIDATE,CANDIDATE,1,11.96407399,4.526,784.2,3.21,808,5903,4.437,0.961
1986,10419312,K02412.01,,FALSE POSITIVE,FALSE POSITIVE,0,2.493237866,2.644,259.2,9.48,2241,5002,3.344,4.131
1987,10453588,K02484.01,Kepler-1253 b,CONFIRMED,CANDIDATE,0.939,68.8861017,5.925,143.9,1.47,501,5753,4.2,1.222
1988,11125613,K02485.01,Kepler-1254 b,CONFIRMED,CANDIDATE,0.998,9.99115241,2.657,391.7,1.68,660,4838,4.524,0.796
1989,8074328,K02486.01,,CANDIDATE,CANDIDATE,1,4.267961416,1.3427,127.4,1.42,1371,6395,4.275,1.237
1990,7212184,K02487.01,Kepler-1255 b,CONFIRMED,CANDIDATE,0.987,36.292017,8.198,374.7,3.1,694,5843,4.069,1.615
1991,6956014,K00031.01,,FALSE POSITIVE,FALSE POSITIVE,0,0.925589891,1.967,400.8,50.6,6637,4094,1.627,24.488
1992,9757613,K00250.02,Kepler-26 c,CONFIRMED,CANDIDATE,1,17.25121397,2.0371,2054.8,2.64,385,3879,4.708,0.537
1993,5307858,K02558.01,,FALSE POSITIVE,FALSE POSITIVE,0,1.867281146,7.495,701.1,31.18,1561,6117,4.457,1.025
1994,6605493,K02559.01,,CANDIDATE,CANDIDATE,1,9.30991834,3.455,114.5,1.21,913,5806,4.353,1.101
1995,4670217,K02560.01,,CANDIDATE,CANDIDATE,0.999,18.1209388,3.781,504.2,1.68,543,4905,4.536,0.774
1996,7259298,K02561.01,Kepler-1278 b,CONFIRMED,CANDIDATE,1,3.23941775,2.569,77.4,0.77,1213,6075,4.541,0.858
1997,9574179,K02637.01,,CANDIDATE,CANDIDATE,0.993,3.98864999,3.516,94.2,1.15,1233,5692,4.288,1.188
1998,6211812,K02638.01,,CANDIDATE,CANDIDATE,0.97,2.524017517,1.1968,303,1.5,1203,5420,4.487,0.871
1999,11391755,K02639.01,,CANDIDATE,CANDIDATE,0.651,25.1123362,7.922,398.8,2.22,691,6133,4.367,1.112
2000,11391755,K02639.02,,CANDIDATE,CANDIDATE,,2.121023807,0.3673,263.9,5.75,1573,6133,4.367,1.112
2001,9088780,K02640.01,,CANDIDATE,CANDIDATE,,33.18089453,15.24,,,,,,
2002,8894646,K02641.01,,CANDIDATE,CANDIDATE,1,3.55557922,3.24,60.4,0.84,1270,5839,4.337,1.082
2003,3234598,K02413.02,Kepler-383 c,CONFIRMED,CANDIDATE,1,31.2012202,4.077,360.1,1.47,406,4513,4.574,0.722
2004,8611832,K02414.01,Kepler-384 b,CONFIRMED,CANDIDATE,0.972,22.5968256,6.179,142.9,1.3,670,5610,4.301,1.104
2005,8611832,K02414.02,Kepler-384 c,CONFIRMED,CANDIDATE,0.973,45.3486381,4.858,162.9,1.61,531,5610,4.301,1.104
2006,5621586,K02415.01,,CANDIDATE,CANDIDATE,1,5.25419589,2.9878,461.8,2.12,1093,6123,4.472,0.987
2007,9210387,K02416.01,,CANDIDATE,CANDIDATE,1,5.90608902,2.409,340.7,1.77,1012,5966,4.493,0.961
2008,11852982,K00247.01,,CANDIDATE,CANDIDATE,1,13.81504449,2.3244,1032.6,1.91,391,3732,4.736,0.509
2009,8559152,K02488.01,Kepler-1256 b,CONFIRMED,CANDIDATE,0.974,12.4128518,4.298,108.1,1.5,933,5945,4.196,1.346
2010,2718778,K02489.01,,CANDIDATE,CANDIDATE,0.999,3.92453009,3.691,463.5,1.82,1074,5776,4.554,0.849
2011,3122913,K02490.01,,CANDIDATE,CANDIDATE,1,11.60653061,2.194,771.7,1.88,584,4703,4.582,0.701
2012,9229657,K02491.01,Kepler-1257 b,CONFIRMED,CANDIDATE,1,2.66831274,2.4141,266.2,1.48,1252,5806,4.528,0.899
2013,5175024,K02563.01,Kepler-1279 b,CONFIRMED,CANDIDATE,0.993,23.4772553,6.735,141.4,1.34,738,6384,4.361,1.121
2014,9026749,K02564.01,Kepler-1280 b,CONFIRMED,CANDIDATE,0.956,66.5576728,10.532,214.2,4.96,757,5734,3.591,3.405
2015,12216278,K02565.01,,FALSE POSITIVE,FALSE POSITIVE,0.001,2.01948607,5.248,275.4,2.15,1430,5884,4.481,0.944
2016,9159242,K02566.01,,FALSE POSITIVE,FALSE POSITIVE,0,3.04468229,5.951,71.4,0.86,1244,5575,4.363,0.98
2017,12061096,K02642.01,,FALSE POSITIVE,FALSE POSITIVE,,15.05028313,1.848,615.2,2.46,735,5887,4.49,0.989
2018,5794240,K00254.01,Kepler-45 b,CONFIRMED,CANDIDATE,0.999,2.455240626,1.72722,36912,10.6,730,3793,4.697,0.568
2019,6933567,K02643.01,Kepler-1301 b,CONFIRMED,CANDIDATE,0.918,9.08233411,2.008,296.9,1.35,734,5354,4.587,0.788
2020,9993529,K02644.01,,FALSE POSITIVE,FALSE POSITIVE,0,0.790539912,1.0567,277.3,1.24,1502,4791,4.541,0.767
2021,6044553,K02646.01,,FALSE POSITIVE,FALSE POSITIVE,0,0.532086296,4.023,495.8,16.99,1790,5271,4.636,0.698
2022,9654468,K02417.01,,CANDIDATE,CANDIDATE,1,47.7052566,5.959,1161.5,2.89,347,4551,4.609,0.672
2023,4349452,K00244.02,Kepler-25 b,CONFIRMED,CANDIDATE,1,6.238535444,3.5255,401.6,2.53,1185,6267,4.28,1.258
2024,10027247,K02418.01,Kepler-1229 b,CONFIRMED,CANDIDATE,0.937,86.829519,7.464,751,1.68,196,3576,4.791,0.463
2025,6343170,K02419.01,Kepler-1230 b,CONFIRMED,CANDIDATE,0.998,9.95667035,3.534,586.8,3.41,946,6165,4.365,1.115
2026,7107802,K02420.01,Kepler-1231 b,CONFIRMED,CANDIDATE,0.996,10.41728722,4.125,210.4,1.64,870,5557,4.288,1.151
2027,10028535,K02493.01,Kepler-1259 b,CONFIRMED,CANDIDATE,1,0.663085361,1.1522,322.7,1.6,1681,5172,4.6,0.767
2028,7047207,K02494.01,Kepler-1260 b,CONFIRMED,CANDIDATE,1,19.1187425,6.805,217.5,2.33,823,5862,4.148,1.463
2029,5212220,K02495.01,,FALSE POSITIVE,FALSE POSITIVE,0,1.08749101,1.6192,126.4,4.91,3081,5988,3.594,3.204
2030,9964748,K02496.01,,FALSE POSITIVE,FALSE POSITIVE,0,1.183818383,1.393,84.3,0.91,1775,6014,4.459,0.992
2031,9757613,K00250.03,Kepler-26 d,CONFIRMED,CANDIDATE,1,3.543919702,1.8717,507,1.21,652,3879,4.708,0.537
2032,8247770,K02569.01,,CANDIDATE,CANDIDATE,0.427,8.28157072,3.1,139.2,1.37,956,5640,4.288,1.175
2033,6867588,K02571.01,,CANDIDATE,CANDIDATE,1,0.82628442,0.9603,134.9,0.96,1629,5218,4.548,0.829
2034,7501646,K02572.01,,CANDIDATE,CANDIDATE,1,6.37705295,1.949,502.8,2.15,935,5672,4.503,0.965
2035,11962284,K02647.01,Kepler-1302 b,CONFIRMED,CANDIDATE,0.999,8.83929462,1.719,316.2,1.94,778,5330,4.491,0.87
2036,2573056,K02648.01,,FALSE POSITIVE,FALSE POSITIVE,0,0.631795416,1.0703,145.2,1.88,2797,6414,4.173,1.519
2037,6842682,K02649.01,Kepler-1303 b,CONFIRMED,CANDIDATE,0.992,7.56126152,2.851,180.6,1.2,891,5853,4.529,0.895
2038,8890150,K02650.01,Kepler-395 c,CONFIRMED,CANDIDATE,0.985,34.9897847,4.208,498.5,1.14,292,3765,4.725,0.521
2039,8890150,K02650.02,Kepler-395 b,CONFIRMED,CANDIDATE,0.983,7.05429483,1.716,359.3,1,497,3765,4.725,0.521
2040,8838950,K02421.01,,CANDIDATE,CANDIDATE,0.911,2.27050106,1.903,106.7,0.55,903,4671,4.721,0.528
2041,11360805,K02422.01,Kepler-1232 b,CONFIRMED,CANDIDATE,1,26.7838935,4.584,365.3,1.59,523,5242,4.512,0.856
2042,9845898,K02423.01,Kepler-1233 b,CONFIRMED,CANDIDATE,1,45.126216,6.656,373.1,2.32,604,6499,4.378,1.169
2043,12453581,K02424.01,Kepler-1234 b,CONFIRMED,CANDIDATE,0.986,11.94019101,2.866,631.7,1.86,625,5073,4.607,0.748
2044,11922678,K02425.01,,FALSE POSITIVE,FALSE POSITIVE,0,3.51295674,3.06,83.1,1.1,1434,6453,4.326,1.17
2045,5959719,K02498.01,Kepler-390 b,CONFIRMED,CANDIDATE,0.922,6.73808701,2.591,92.9,0.73,786,5168,4.566,0.769
2046,5544903,K02499.01,,FALSE POSITIVE,FALSE POSITIVE,0,7.57571414,2.357,418.5,2.45,1075,6418,4.395,1.171
2047,5542983,K02501.01,,FALSE POSITIVE,FALSE POSITIVE,0,4.76887671,1.672,115.8,2.11,1532,6063,3.926,1.855
2048,8256453,K02573.01,,CANDIDATE,CANDIDATE,1,1.347512632,1.9817,2651.8,23.45,1346,5316,4.585,0.685
2049,9474493,K02574.01,,FALSE POSITIVE,FALSE POSITIVE,0,0.512581697,1.5789,259.1,1.32,2009,5547,4.571,0.82
2050,4551663,K02576.01,,FALSE POSITIVE,FALSE POSITIVE,0,12.07760884,2.233,151,1.03,708,5370,4.471,0.845
2051,12257999,K02577.01,,CANDIDATE,CANDIDATE,1,18.55581565,5.372,565.9,20.83,1793,5988,2.982,8.841
2052,6922203,K02578.01,,CANDIDATE,CANDIDATE,1,13.33094869,1.426,725.6,25.95,815,5991,4.394,1.039
2053,11752908,K02651.01,,FALSE POSITIVE,FALSE POSITIVE,0,6.38315744,1.7075,1112.6,2.35,787,5262,4.623,0.714
2054,7021681,K00255.01,Kepler-505 b,CONFIRMED,CANDIDATE,1,27.52194772,4.047,2312.8,2.47,314,3780,4.746,0.511
2055,4346178,K02652.01,Kepler-1304 b,CONFIRMED,CANDIDATE,1,16.1289679,6.271,389,2.94,715,5392,4.314,1.087
2056,9664142,K02654.01,Kepler-1305 b,CONFIRMED,CANDIDATE,0.978,13.5631157,5.438,336.4,1.75,733,5853,4.529,0.895
2057,10018233,K02655.01,Kepler-1306 b,CONFIRMED,CANDIDATE,0.894,16.2959916,2.116,369.6,1.83,678,5495,4.442,0.961
2058,8081899,K02426.01,Kepler-1235 b,CONFIRMED,CANDIDATE,0.986,4.16056658,2.61,75.8,0.7,985,5481,4.574,0.815
2059,10189557,K02427.01,,FALSE POSITIVE,FALSE POSITIVE,0.001,2.93101771,2.231,199.1,1.15,1134,5485,4.5,0.788
2060,8478994,K00245.01,Kepler-37 d,CONFIRMED,CANDIDATE,0.997,39.79220077,4.466,610.4,1.9,458,5437,4.571,0.781
2061,9965184,K02428.01,,FALSE POSITIVE,FALSE POSITIVE,0,16.2276756,3.699,525.8,2.11,648,5328,4.447,0.883
2062,9911882,K02429.01,,FALSE POSITIVE,FALSE POSITIVE,0.28,1.595630597,1.793,259.6,17.94,1346,5632,4.616,0.729
2063,8631504,K02503.01,,CANDIDATE,CANDIDATE,1,14.8200596,3.902,184.9,0.96,552,4825,4.603,0.732
2064,8110767,K02504.01,,CANDIDATE,CANDIDATE,0.96,20.49041,4.369,661.8,2.34,625,5681,4.524,0.923
2065,5471574,K02505.01,,FALSE POSITIVE,FALSE POSITIVE,0,0.962827066,4.48,86.3,29.27,3399,6534,3.647,3.028
2066,6767840,K02506.01,Kepler-1262 b,CONFIRMED,CANDIDATE,1,8.679037,2.864,301.6,1.79,949,6117,4.42,1.027
2067,8379705,K02507.01,,CANDIDATE,CANDIDATE,1,11.1296971,2.942,371,1.93,843,6122,4.487,0.964
2068,9896018,K02579.01,,CANDIDATE,CANDIDATE,0.999,2.7296036,2.721,145.6,1.53,1455,5887,4.292,1.235
